Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7,0.3,0.0,0.48729499999990367,0.05414388888887819,0.00016699999969205237,0.18190899999990506,0.06941291830310428,122.8,54.0,314.0,93.94300872810541,0.8571428571428571,37.142857142857146,0.0,260.0,98.27076298239908,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.0,1843.844424,204.87160266666666,0.07466700000031778,1794.2201479999999,596.0279093981068,150.6,62.0,263.0,74.50905985180594,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.9,0.1,0.0,0.37125599999944825,0.04125066666660536,0.00017699999989417847,0.12808899999981804,0.050827732169710184,132.0,54.0,315.0,120.36703129271828,0.7777777777777778,57.888888888888886,0.0,261.0,114.8699748024309,0.0,1.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.9,0.1,0.0,17.92869900000005,1.9920776666666724,0.00016400000004068715,17.566510000000562,5.840602318134464,113.8,54.0,315.0,107.0086185521729,0.7777777777777778,57.888888888888886,0.0,261.0,114.8699748024309,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.7550000000001091,0.08388888888890102,0.0005280000004859176,0.16628599999967264,0.05257447127253869,188.8,66.0,282.0,75.24892025803426,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,8.217937000000347,0.9131041111111498,0.00045899999986431794,4.435943000000407,1.4496843355627183,191.9,62.0,304.0,99.85483908598967,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.9,0.0,1794.175478,199.3528308888889,0.00040800000078888843,1782.8643280000006,593.8205181879908,157.8,66.0,291.0,83.20763853824425,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.7,0.0,33.772084999999606,3.7524538888888452,0.04205199999978504,8.582980000000134,2.7544557714361724,121.2,62.0,254.0,71.0958664214891,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.125,0.125,0.375,0.25,0.0,0.125,0.0,0.8,0.2,0.0,1846.7511439999998,205.19457155555554,0.00023499999952036887,1828.2899750000006,608.6902918302856,132.5,54.0,315.0,111.05279024960257,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.9,0.1,0.0,0.39709099999981845,0.04412122222220205,0.00017900000057124998,0.15669699999943987,0.057164613411073886,126.3,54.0,315.0,113.24511272260519,0.7777777777777778,57.888888888888886,0.0,261.0,114.8699748024309,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,3.790266999999403,0.4211407777777115,0.00044499999967229087,2.3739949999999226,0.7571320924215789,197.7,66.0,292.0,86.51916935955099,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,7.698201000000154,0.8553556666666837,0.0012329999999565189,3.9806949999992867,1.4246402891302,232.1,62.0,417.0,110.75543628493666,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.4,0.6,0.0,1842.93631,204.77070111111112,0.00023399999918183312,1792.1273619999993,595.2909689292997,182.7,54.0,315.0,98.63293342264315,0.75,65.25,0.0,261.0,130.5,0.0,1.0
0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6,0.4,0.0,0.6596399999998539,0.0732933333333171,0.00018000000090978574,0.26334499999939,0.08743093070191925,145.0,54.0,314.0,106.42681366397599,0.8333333333333334,43.333333333333336,0.0,260.0,106.14455552060438,0.0,1.0
0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.0,35.997542000000976,3.9997268888889974,0.0002460000014252728,8.421902000000046,2.735326336364289,146.2,54.0,315.0,94.18516042585713,0.8,52.2,0.0,261.0,116.72274842548903,0.0,1.0
0.25,0.125,0.375,0.125,0.0,0.125,0.0,0.8,0.2,0.0,1853.5957149999995,205.95507944444438,0.00018000000090978574,1819.9788020000015,605.3020037237616,128.1,54.0,314.0,114.28468352709776,0.875,32.5,0.0,260.0,91.92388155425118,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,0.41392199999972945,0.04599133333330327,0.00018599999930302147,0.12861100000009174,0.05494048908141549,126.1,54.0,315.0,105.81057498084857,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,4.273143999998865,0.4747937777776517,0.0006760000014764955,2.349687999998423,0.7262943883980394,209.9,66.0,371.0,95.75715813104175,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,16.332824000000983,1.8147582222223315,0.0007430000005115289,8.972240000000966,3.0409807219282516,216.9,62.0,283.0,65.97044792935698,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,1840.590768,204.51008533333334,0.00023499999952036887,1802.1013540000004,599.1372316545603,135.3,54.0,315.0,97.21573946640534,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.4,0.0,0.2,0.2,0.0,0.2,0.0,0.5,0.5,0.0,3.38004699999874,0.37556077777763774,0.0005419999997684499,1.9026929999999993,0.5976338146659755,149.7,54.0,314.0,98.98490345053185,0.8,52.0,0.0,260.0,116.27553482998907,0.0,1.0
0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,24.877926000001025,2.764214000000114,0.0002280000007885974,9.584038999999393,3.2792995191690215,135.6,54.0,315.0,92.53371757845294,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,1850.412096,205.601344,0.00019299999985378236,1818.2279010000002,604.7737749604518,136.3,54.0,315.0,109.01075380183573,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6,0.4,0.0,0.4449319999985164,0.049436888888724044,0.00023299999884329736,0.14213000000017928,0.060149613110932386,144.4,54.0,314.0,97.62308470165581,0.8333333333333334,43.333333333333336,0.0,260.0,106.14455552060438,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,4.189202999999907,0.46546699999998964,0.001059000000168453,2.3357379999997647,0.7253765634799156,216.5,66.0,393.0,105.70214966803866,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,26.170366999998805,2.907818555555423,0.09461199999896053,8.84939999999915,3.0732095378047797,184.6,62.0,309.0,75.19485798022805,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.125,0.375,0.25,0.0,0.0,0.0,0.8,0.2,0.0,34.78370200000063,3.864855777777848,0.00018199999976786785,17.16867899999852,7.431739756649775,140.6,54.0,315.0,113.51867198346221,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.6,0.0,18.891169000002265,2.0990187777780296,0.00021099999867146835,9.744775999999547,3.504353333215024,149.6,54.0,303.0,87.15273948649003,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.7,0.3,0.0,14.610246000000188,1.6233606666666875,0.00023800000053597614,5.007713999999396,2.2276286178550877,118.6,54.0,315.0,97.82206067935573,0.8571428571428571,37.285714285714285,0.0,261.0,98.6487274554083,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,1849.2341989999986,205.4704665555554,0.00023299999884329736,1812.0644520000023,602.5247812169516,143.3,54.0,315.0,117.6171283822594,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.4,0.6,0.0,0.9079219999985071,0.10088022222205634,0.00017799999841372482,0.2675660000022617,0.1109841950498027,165.0,54.0,314.0,94.35983137849377,0.75,65.0,0.0,260.0,130.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,1.9423160000005737,0.21581288888895264,0.0006390000016835984,0.6806250000008731,0.19815524929036385,242.4,66.0,368.0,83.45750748468083,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,1824.9749919999995,202.77499911111104,0.10410199999751057,1798.8875149999985,598.5481721146574,190.4,62.0,245.0,63.59454903265426,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,31.185505999997986,3.4650562222219983,0.0006189999985508621,6.148836000000301,2.718369701250562,142.1,54.0,283.0,98.01638185074529,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,0.7,0.3,0.0,0.6962679999996908,0.07736311111107676,0.0001790000023902394,0.27817900000081863,0.09225521307141497,142.1,54.0,315.0,110.65105311543833,0.7142857142857143,74.42857142857143,0.0,261.0,127.11131229865308,0.0,1.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.9,0.1,0.0,17.876013000000967,1.986223666666774,0.00018600000112201087,17.49684100000013,5.816693409780713,117.4,54.0,315.0,107.35941712045778,0.7777777777777778,57.888888888888886,0.0,261.0,114.8699748024309,0.0,1.0
0.25,0.125,0.375,0.25,0.0,0.0,0.0,0.8,0.2,0.0,34.057629999999335,3.784181111111037,0.00015999999959603883,17.029293999999936,7.437127985022213,146.1,54.0,315.0,118.63805834928726,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3,0.7,0.0,3.735461000000214,0.415051222222246,0.0002930000009655487,2.369645999999193,0.760306250825927,153.3,54.0,291.0,81.02544182059252,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3102380000018456,0.14558200000020508,0.0008229999984905589,0.26735899999766843,0.0955431019624537,242.7,110.0,383.0,102.75758960885673,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,1825.925685000002,202.8806316666669,0.0008820000002742745,1800.8189190000012,599.2359362538741,135.6,62.0,220.0,61.78133482965008,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,27.63406699999905,3.0704518888887833,0.0002319999985047616,9.523725999999442,3.3845657929170216,114.1,54.0,315.0,81.50044307991351,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6,0.4,0.0,3.480523999998695,0.3867248888887439,0.00017799999841372482,2.88799199999994,0.9422274883665227,159.1,54.0,314.0,106.22873643437751,0.8333333333333334,43.333333333333336,0.0,260.0,106.14455552060438,0.0,1.0
0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,27.111643000000186,3.0124047777777982,0.0002099999983329326,8.602516999999352,3.124357606566166,134.8,54.0,315.0,100.88365135695234,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,1837.5454150000005,204.17171277777783,0.00017899999875226058,1803.7513440000002,599.8858722152291,147.9,54.0,315.0,118.74945613910548,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6,0.4,0.0,0.6927839999989374,0.07697599999988193,0.00017700000171316788,0.265557999999146,0.09058682808412195,134.8,54.0,314.0,96.42245012904873,0.8333333333333334,43.333333333333336,0.0,260.0,106.14455552060438,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,3.856674999999086,0.4285194444443429,0.09080899999753456,2.358369000001403,0.7457465347671589,221.3,66.0,389.0,88.98570422014738,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,19.397601000000577,2.155289000000064,0.2638059999990219,7.581270999999106,2.577166556451746,190.8,62.0,313.0,78.51510824180416,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.18225899999743,1.3535843333330477,0.10489699999743607,5.007153999998991,1.6852405074145167,206.7,96.0,297.0,70.88339407474473,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,13.46267699999953,1.495852999999948,0.0003350000006321352,4.45620400000189,1.884877463542578,181.4,62.0,280.0,86.60151397188285,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.76857000000018,4.529841111111131,0.2997399999985646,8.682381000002351,2.9507437828178076,212.3,143.0,291.0,44.14383057435974,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,1855.4217820000013,206.15797577777792,0.00024199999825214036,1809.8123750000013,601.4177005644216,142.2,54.0,315.0,100.04976539480518,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6,0.4,0.0,10.7332150000002,1.1925794444444666,0.00018400000044493936,5.998773999999685,1.9447568749383646,159.2,54.0,314.0,113.14867309085963,0.8333333333333334,43.333333333333336,0.0,260.0,106.14455552060438,0.0,1.0
0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,15.90624200000093,1.7673602222223255,0.00011499999891384505,5.008236000001489,2.1200284483297653,153.6,54.0,315.0,110.81034849387187,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.0,0.7,0.3,0.0,1861.3542350000025,206.8171372222225,0.0001830000001064036,1827.4580399999977,607.7794615275667,153.9,54.0,315.0,115.18338035980327,0.7142857142857143,74.42857142857143,0.0,261.0,127.11131229865308,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,36.44714599999861,4.049682888888735,0.00018000000272877514,18.69330799999807,7.628763172801259,136.1,54.0,315.0,115.38096319006297,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7,0.3,0.0,2.0510289999983797,0.22789211111093108,0.00018500000078347512,0.6644770000020799,0.27783797608028377,131.3,54.0,314.0,103.55250949263481,0.8571428571428571,37.142857142857146,0.0,260.0,98.27076298239908,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,8.684777000002214,0.9649752222224682,0.13612799999827985,3.0043259999984,0.9164892199768229,191.8,62.0,314.0,94.34075353619865,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.020014000001538,1.1133348888890597,0.0009170000012090895,6.97476800000004,2.2042887356514718,212.3,149.0,316.0,62.4269350699057,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.0,1859.1390030000002,206.57100033333336,0.0002319999985047616,1815.6708519999993,603.4504825646117,171.1,54.0,315.0,103.51215709599848,0.8,52.2,0.0,261.0,116.72274842548903,0.0,1.0
0.125,0.125,0.375,0.25,0.0,0.125,0.0,0.8,0.2,0.0,34.58114299999943,3.842349222222159,0.00017899999875226058,17.636955999998463,7.146080955585889,128.3,54.0,315.0,110.38926074980704,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6,0.4,0.0,0.5943819999993138,0.0660424444443682,0.00017899999875226058,0.2635489999993297,0.09280575657586816,147.8,54.0,314.0,102.95824396326891,0.8333333333333334,43.333333333333336,0.0,260.0,106.14455552060438,0.0,1.0
0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.0,33.581522000000405,3.731280222222267,0.00022399999943445437,7.320439999999508,2.536715267477222,142.8,54.0,315.0,89.17498403575847,0.8,52.2,0.0,261.0,116.72274842548903,0.0,1.0
0.25,0.125,0.375,0.125,0.0,0.125,0.0,0.8,0.2,0.0,1840.5316190000012,204.50351322222235,0.00014000000010128133,1805.4348950000021,600.3967940510075,113.7,54.0,314.0,96.54941164444706,0.875,32.5,0.0,260.0,91.92388155425118,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,0.6009800000028918,0.06677555555587686,0.00018199999612988904,0.2655650000015157,0.09382617381685987,135.9,54.0,315.0,116.74801925514625,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,3.6516760000013164,0.40574177777792403,0.0005590000000665896,2.5458480000015697,0.8147490198870896,186.0,66.0,254.0,68.4657254073566,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,17.15419600000314,1.9060217777781265,0.08866199999465607,8.912617000001774,2.9986230141722787,193.1,62.0,370.0,100.14483955196538,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,13.782680000003893,1.5314088888893214,0.0005710000041290186,4.716309000003093,1.7058785523948066,201.9,66.0,309.0,70.71609906284895,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,7.955904000002192,0.8839893333335769,0.0003020000003743917,4.29632799999672,1.4159471574407223,217.1,62.0,400.0,114.29246111037537,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.347093999997014,4.14967711111078,0.09049299999605864,8.184465999998793,3.0584792000242915,186.3,109.0,274.0,59.32780873156271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.8,0.0,1901.667674999997,211.296408333333,0.06959500000084518,1829.9818240000022,607.0335823815159,208.3,54.0,311.0,91.85017994296776,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.8,0.2,0.0,1.8654280000046128,0.2072697777782903,0.0001940000001923181,1.2608380000019679,0.405641745974666,143.9,54.0,315.0,117.32997154274871,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,30.09767699999793,3.3441863333331034,0.00042799999937415123,7.581890999994357,2.876271548342978,141.5,54.0,315.0,93.24549438027675,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.2,0.0,0.4,0.2,0.0,0.2,0.0,0.5,0.5,0.0,1840.7221449999997,204.52468277777774,0.00017700000171316788,1821.9771560000008,606.5748003475736,140.9,54.0,314.0,90.6022442694808,0.8,52.0,0.0,260.0,116.27553482998907,0.0,1.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.9,0.1,0.0,0.40487600000051316,0.04498622222227924,0.00018000000272877514,0.14921599999797763,0.05777163971278626,117.4,54.0,315.0,107.35941712045778,0.7777777777777778,57.888888888888886,0.0,261.0,114.8699748024309,0.0,1.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.9,0.1,0.0,18.19101600000431,2.021224000000479,8.600000001024455e-05,17.7876299999989,5.912661503297536,119.8,54.0,315.0,108.25976989527446,0.7777777777777778,57.888888888888886,0.0,261.0,114.8699748024309,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,3.9843759999930626,0.44270844444367363,0.0005390000005718321,2.551738000001933,0.8044431818347011,134.3,66.0,259.0,66.66174981868454,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1004269999975804,0.12226966666639782,0.0008479999960400164,0.2635459999946761,0.08597007808773036,238.9,116.0,389.0,91.38617692700211,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,1857.526929000007,206.39188100000078,0.25904699999955483,1803.5537669999976,598.9606879693121,162.2,62.0,298.0,81.84375357961046,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.125,0.125,0.375,0.25,0.0,0.125,0.0,0.8,0.2,0.0,0.4284899999984191,0.04760999999982434,0.00017700000171316788,0.14152699999976903,0.05877626552728954,148.3,54.0,315.0,120.9738722938874,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,36.39137300000584,4.043485888889538,0.0005110000056447461,9.123726999998325,2.913288150742539,175.8,62.0,291.0,100.54716969330033,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.125,0.125,0.375,0.25,0.0,0.125,0.0,0.8,0.2,0.0,0.5771760000061477,0.06413066666734973,0.00018000000272877514,0.2443600000042352,0.08807610649971925,131.9,54.0,315.0,112.88484791542614,0.75,65.125,0.0,261.0,120.58836416266941,0.0,1.0
0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6,0.4,0.0,32.63088200000493,3.6256535555561036,0.0004620000036084093,7.831308000000718,2.691504258864654,148.2,54.0,315.0,99.10914297996034,0.8333333333333334,43.5,0.0,261.0,106.55280381106824,0.0,1.0
0.25,0.125,0.375,0.125,0.0,0.125,0.0,0.8,0.2,0.0,1847.5255340000003,205.28061488888892,0.00017800000205170363,1813.8445869999996,603.2546458208576,106.7,54.0,314.0,91.0067763044782,0.875,32.5,0.0,260.0,91.92388155425118,0.0,1.0
0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0,0.7,0.3,0.0,0.431760999999824,0.04797344444442489,0.0003389999983482994,0.14376400000037393,0.05914436550355446,164.3,54.0,315.0,119.6848175649508,0.7142857142857143,74.42857142857143,0.0,261.0,127.11131229865308,0.0,1.0
